,1_sentence,2_y_predict,3_y_predict_name,4_answer,5_y_predict_probability
791,"SAP,2X8,QSMC,ECN,NO,E0,1453,转入,298",2,GOC,5,"[0.00234915 0.20201093 0.32840675 0.05067947 0.00035459 0.11753765
 0.29201338 0.00664811]"
9786,"SAP,168,QCI,user,BPM,Vendor,Data,出現,error,message",0,BPM平台系統,4,"[9.8437738e-01 3.5706427e-05 4.8830087e-05 1.9937614e-05 2.7243146e-03
 1.1720434e-02 1.0685468e-03 4.9506871e-06]"
6272,"SAP,168,QCI,user,703,209,無法,登入,CSAP26",0,BPM平台系統,4,"[9.3628728e-01 1.9036745e-05 3.4456269e-05 1.8741805e-05 5.7108875e-02
 5.8723097e-03 6.4701418e-04 1.2190222e-05]"
1900,"內部,資訊,系統,無法,登入,廣達,學院,課程,網頁",2,GOC,6,"[5.03907271e-04 2.42163047e-01 3.60486269e-01 1.14682555e-01
 1.12778631e-04 2.04413310e-02 2.55137026e-01 6.47304812e-03]"
1174,"BPM,平台,系統,test",2,GOC,0,"[5.8161508e-04 2.7435455e-01 4.3390745e-01 7.6844931e-02 1.0855679e-04
 4.7421250e-02 1.3594736e-01 3.0834297e-02]"
330,"SAP,168,QCI,218,無法,登入",0,BPM平台系統,4,"[9.6147788e-01 1.8194773e-05 3.1664531e-05 1.6634271e-05 3.2012470e-02
 5.8061527e-03 6.2802533e-04 9.0320018e-06]"
959,"BPM,平台,系統,表單,無法,正常",2,GOC,0,"[4.4519705e-04 2.7610713e-01 4.2643633e-01 9.2182361e-02 9.4392184e-05
 3.1991988e-02 1.5229410e-01 2.0448515e-02]"
618,"BPM,平台,系統,單號,app46,無法,簽收,出現,錯誤",2,GOC,0,"[4.0124494e-04 2.6009896e-01 3.7945896e-01 1.2404303e-01 9.2774149e-05
 2.0686708e-02 2.0515119e-01 1.0067058e-02]"
1640,"SAP,2X8,QSMC,user,一筆,SO,970,系統,裏,資料,欲,列印,報表,卻,無,item,資料,TEL",6,內部資訊系統,5,"[1.1355072e-02 1.7255174e-02 2.4830878e-02 1.4329269e-02 5.2944780e-04
 3.7966885e-02 8.9370841e-01 2.4798479e-05]"
1162,"BPM,平台,系統,無法,登入,MyBPM,簽核,表單",2,GOC,0,"[4.04998922e-04 2.69932836e-01 4.05524403e-01 1.08495496e-01
 9.24723718e-05 2.42498238e-02 1.77429035e-01 1.38709564e-02]"
6346,"內部,資訊,系統,識別證,無法,刷,康達,館,進出,時間",2,GOC,6,"[1.2517043e-03 2.1176399e-01 3.4072000e-01 7.0557557e-02 2.0359809e-04
 5.9129756e-02 3.1093815e-01 5.4352893e-03]"
1911,"BPM,平台,系統,Free,Sample,Application,BPM,Form,使用,問題,385",5,SAP-2X8(QSMC),0,"[4.93808649e-03 8.57874602e-02 1.59452990e-01 1.64905936e-02
 1.51600965e-04 5.89330971e-01 1.29033342e-01 1.48149375e-02]"
7718,"SAP,168,QCI,user,勾,BOM,process,詢問,user,連繫",0,BPM平台系統,4,"[9.8593163e-01 2.1107922e-05 3.1865267e-05 1.4839642e-05 6.3510630e-03
 6.9332505e-03 7.1154645e-04 4.6493446e-06]"
1992,"SAP,168,QCI,user,無法,key,中文",0,BPM平台系統,4,"[9.8647380e-01 1.9193312e-05 2.9171953e-05 1.3726172e-05 6.4122234e-03
 6.3907159e-03 6.5671460e-04 4.4192766e-06]"
16769,"BPM,平台,系統,申者,QSMC,常駐,申者,使用,BPM,原始,網址,登入,無法,上海,透過,Myquanta,Intra,System,BPM,MYBPM,連線到,BPM,網頁,382",7,網管,0,"[5.4279968e-07 9.3775627e-04 5.9368712e-04 5.2089253e-03 5.0724580e-06
 1.5091415e-05 3.4780325e-05 9.9320412e-01]"
2029,"GOC,開啟,Microsoft,Outlook,出現,訊息,要求,連線,訊息,內容,Exchange,目前,復原,模式,下,利用,網路,連線到,Exchange,伺服器,離線,工作,取消,登入,有三,Button,選,連線,離線,工作,取消,問題,似乎,造成,工作,機,Hang,up,麻煩",3,R&D資訊系統,2,"[6.5928238e-05 9.7615033e-02 5.7039041e-02 5.9579045e-01 1.4700994e-04
 1.2407466e-03 1.1878027e-02 2.3622374e-01]"
3451,"CAMP,CAMP,畫面,英文,界面,修改為,中文,界面",2,GOC,1,"[3.3124140e-04 2.9015619e-01 4.3107617e-01 1.0021681e-01 7.4576812e-05
 2.8548345e-02 1.0346149e-01 4.6135116e-02]"
4990,"內部,資訊,系統,線上,課程,下載,打開,檔案,無法,連線到,Server",2,GOC,6,"[5.20986330e-04 2.45737314e-01 3.69279146e-01 1.09832443e-01
 1.15017974e-04 2.29005441e-02 2.44234860e-01 7.37965526e-03]"
1077,"SAP,2X8,QSMC,QSMC,accounting,group,needs,do,partial,payment,to,vendor,how,to,control,it,in,2X8",6,內部資訊系統,5,"[2.9242886e-03 1.0333109e-01 1.4721434e-01 5.3910125e-02 3.8025927e-04
 3.7854042e-02 6.5387028e-01 5.1555806e-04]"
8555,"SAP,168,QCI,user,反應,之前,簽過,表單,這幾天,部門,代號,換了,扣帳,說,無法,扣,不知,進行",0,BPM平台系統,4,"[9.7619468e-01 8.7642482e-05 1.1445264e-04 5.1747153e-05 4.9627284e-03
 1.5787937e-02 2.7941931e-03 6.6571033e-06]"
3566,"GOC,myquanta,進不去",7,網管,2,"[7.79331094e-05 1.09311961e-01 8.37523714e-02 3.35316598e-01
 8.17940090e-05 2.76347040e-03 1.17044905e-02 4.56991404e-01]"
4471,"SAP,168,QCI,新增,customer,data,知道,sale,org,系統,晶片,實驗室",0,BPM平台系統,4,"[9.8834419e-01 2.4148247e-05 3.3835327e-05 1.4869743e-05 2.9373663e-03
 7.8441715e-03 7.9773617e-04 3.6754334e-06]"
3067,"SAP,168,QCI,需要,SAP,權限",0,BPM平台系統,4,"[9.4606012e-01 1.7733439e-05 3.1879492e-05 1.7212969e-05 4.7680415e-02
 5.5697709e-03 6.1225635e-04 1.0675267e-05]"
3818,"SAP,168,QCI,ESAP26,無法,登入",0,BPM平台系統,4,"[8.4829432e-01 1.8812934e-05 3.6225963e-05 2.0926667e-05 1.4552291e-01
 5.4694833e-03 6.1812403e-04 1.9161387e-05]"
3833,"SAP,2X8,QSMC,無法,儲存,檔案",2,GOC,5,"[0.00322844 0.19230235 0.313272   0.04078973 0.00041227 0.19545826
 0.24510486 0.00943209]"
926,"GOC,PRO,E,過期,無法,使用,目前,人,重慶,出差,緊急,無法,辦公,目前,已,提出,資訊,需求,申,單號,APP74,但據,同事,經驗,須要,一個,禮拜,簽核,造成,無法,進行,工作",6,內部資訊系統,2,"[5.1137460e-03 1.7418122e-02 2.2477038e-02 2.2252692e-02 3.3749454e-04
 1.2360346e-02 9.2002332e-01 1.7254359e-05]"
210,"SAP,2X8,QSMC,user,欲,呼叫,ZAPI,BO,DOC,RFC,做,扣帳,動作",2,GOC,5,"[0.00393363 0.17301762 0.2846417  0.03637773 0.00044819 0.24045414
 0.2532768  0.00785016]"
5814,"內部,資訊,系統,使用,電腦,無法,正常,觀看,課程,影片",2,GOC,6,"[4.5718742e-04 2.4892974e-01 3.6777902e-01 1.1902058e-01 1.0579632e-04
 1.9675940e-02 2.3653942e-01 7.4922908e-03]"
1682,"SAP,168,QCI,user,新進,人員,同事,希望,uaer,權限,進入,無須,再,新申",0,BPM平台系統,4,"[9.8660243e-01 2.5885613e-05 3.7174534e-05 1.6618964e-05 4.2109448e-03
 8.2583809e-03 8.4431516e-04 4.3369946e-06]"
9194,"SAP,168,QCI,採購,查詢,2006,年,168,資料,出貨,記錄,382",0,BPM平台系統,4,"[9.8481053e-01 3.5300105e-05 4.7544447e-05 1.8979141e-05 2.0876450e-03
 1.1936174e-02 1.0591830e-03 4.6245405e-06]"
624,"BPM,平台,系統,填單,完成,後,出現,500,error,單號,成立,流程,完成,一半,單號,APP50",3,R&D資訊系統,0,"[5.0310646e-05 1.0127720e-01 6.1315488e-02 5.3068852e-01 1.0131327e-04
 1.2938994e-03 1.0323710e-02 2.9494953e-01]"
2116,"BPM,平台,系統,假,頁面,BPM,許多,頁面,無法,使用,出現,網路,無法,使用,錯誤,訊息,聯繫,方式,roy,ko,quantatw,com,申者,目前,美國,舊金山,出差",7,網管,0,"[9.5750556e-06 9.5115034e-03 5.5457074e-03 5.6960396e-02 2.4818615e-05
 2.8630131e-04 6.5339287e-04 9.2700833e-01]"
4903,"SAP,168,QCI,ZMMIH,領料,無法,列印",0,BPM平台系統,4,"[9.1542560e-01 1.8278015e-05 3.3931137e-05 1.8814300e-05 7.8261115e-02
 5.6125647e-03 6.1566406e-04 1.4136229e-05]"
1807,"BPM,平台,系統,以下,張,報廢,異常,已,抽單,需,回復,APP64,APP65,APP66,APP67,382,",7,網管,0,"[1.9648338e-05 5.2069981e-02 2.7188316e-02 3.4672251e-01 6.3873216e-05
 5.4278719e-04 3.4530144e-03 5.6993985e-01]"
1348,"SAP,168,QCI,CSAP26,無法,登入,帳號,602",0,BPM平台系統,4,"[9.2552316e-01 1.9159339e-05 3.5069879e-05 1.9312094e-05 6.7928128e-02
 5.8118217e-03 6.5013568e-04 1.3113658e-05]"
6646,"內部,資訊,系統,Server,Error",2,GOC,6,"[8.9977833e-04 2.1813874e-01 3.4233472e-01 8.6005196e-02 1.6814939e-04
 3.5878625e-02 3.1161824e-01 4.9565602e-03]"
470,"BPM,平台,系統,資訊,需求單,送,簽到,Andy,Fan,范礼,双,之後,找不到,签核,地方,签不,單號,APP48",2,GOC,0,"[3.4975950e-04 2.5381002e-01 3.4480479e-01 1.6452712e-01 9.5759649e-05
 1.3921188e-02 2.1389584e-01 8.5954880e-03]"
967,"BPM,平台,系統,無法,申,加班,作業",2,GOC,0,"[3.3512473e-04 2.8122669e-01 4.0932673e-01 1.1932659e-01 8.3198109e-05
 2.1877093e-02 1.4822182e-01 1.9602774e-02]"
4280,"BPM,平台,系統,MRO,申單,已,簽核,完成,附件,需,查看,使用,點開,需求單,內容,顯示,無,權限,無法,查看,字樣,再",3,R&D資訊系統,0,"[6.86305066e-05 1.08205184e-01 6.32750466e-02 7.19719231e-01
 1.28961576e-04 1.19833753e-03 1.98359936e-02 8.75687376e-02]"
2602,"SAP,2X8,QSMC,User,can,not,print,2003,data,from,QCDESV7,VF01",2,GOC,5,"[5.8975973e-04 2.6218501e-01 4.1137192e-01 8.8270754e-02 1.3933840e-04
 2.9792950e-02 1.9484952e-01 1.2800760e-02]"
1303,"SAP,168,QCI,MM01,shows,the,group,data,for,the,material,is,locked,by,ESSA03",0,BPM平台系統,4,"[9.8704988e-01 2.5057261e-05 3.5831585e-05 1.5841564e-05 3.8199020e-03
 8.2340091e-03 8.1523572e-04 4.2519714e-06]"
5551,"SAP,168,QCI,無法,連線,正常",0,BPM平台系統,4,"[9.4620019e-01 1.9109930e-05 3.4103734e-05 1.8335264e-05 4.7074601e-02
 5.9919744e-03 6.5045152e-04 1.1300232e-05]"
4526,"SAP,168,QCI,登入,時,跳出,錯誤,訊息",0,BPM平台系統,4,"[9.5798278e-01 2.0206657e-05 3.4966590e-05 1.8798446e-05 3.5265651e-02
 5.9547173e-03 7.1390637e-04 8.9223440e-06]"
3288,"BPM,平台,系統,兩年,前,MRO,抽單,MIS",2,GOC,0,"[4.1347664e-04 2.8012800e-01 4.2962289e-01 9.3749352e-02 8.8173481e-05
 3.1410128e-02 1.4058498e-01 2.4002956e-02]"
342,"BPM,平台,系統,發票,作業,時,填完,所有,資訊,之後,儲存,時,出現,款,稅額,需,等於,發票,金額,加總,PO,稅額,確認,過後,發現,輸入,應該,正確,相關,資訊,PO,編號,PO,項次,GR,單號,GR,編號,品名,採購,總額,未稅,採購,總量,採購,稅額,幣別,數量,驗收,金額,未稅,驗收,單號,New,Report,00,00,500,00,TWD,APP06",3,R&D資訊系統,0,"[1.8013860e-04 2.2395359e-01 2.0244771e-01 4.3389773e-01 1.3950611e-04
 4.4809245e-03 5.5251330e-02 7.9649068e-02]"
7743,"SAP,168,QCI,USER,忘記,密碼,帳號,ET010,2650",0,BPM平台系統,4,"[8.89204919e-01 2.10388080e-05 3.92963339e-05 2.22526669e-05
 1.03922985e-01 6.07206160e-03 7.00882345e-04 1.65726469e-05]"
6580,"SAP,168,QCI,使用,反應,帳號,無法,登入",0,BPM平台系統,4,"[9.7575665e-01 2.0244450e-05 3.3243494e-05 1.6695360e-05 1.6989321e-02
 6.4842231e-03 6.9263024e-04 7.0237052e-06]"
2622,"SAP,168,QCI,invoice,轉檔,程式",0,BPM平台系統,4,"[9.8859417e-01 1.6527620e-05 2.4899571e-05 1.1465436e-05 4.9822186e-03
 5.8031157e-03 5.6372699e-04 3.8190738e-06]"
2135,"CAMP,表單,編號,5444,T2G,新增,表單,管理,無法,搜尋到,Victor,Peng,quantatw,com,F,C,Lin,quantatw,com,加入,看看,操作,問題",2,GOC,1,"[1.7543110e-03 1.9295596e-01 3.0306011e-01 7.1630381e-02 1.3381997e-04
 1.5362105e-01 9.6906334e-02 1.7993808e-01]"
13,"CAMP,系統,無法,登入",2,GOC,1,"[1.0728660e-03 2.4890302e-01 4.0401027e-01 6.4113773e-02 1.7982803e-04
 7.5407833e-02 1.8919076e-01 1.7121628e-02]"
2111,"BPM,平台,系統,問題,BPM,假,加班,申單,無法,簽核,點選,簽核,後會,出現,伺服器,回應,訊息",2,GOC,0,"[6.4017146e-04 2.3451704e-01 3.5323146e-01 1.0815595e-01 1.4481685e-04
 2.1961773e-02 2.7532226e-01 6.0265395e-03]"
740,"BPM,平台,系統,登入,bpm,之後,無法,看到,資訊類,底下,軟體,需求,申單",2,GOC,0,"[3.6815004e-04 2.5447387e-01 3.4918550e-01 1.5969543e-01 9.7473334e-05
 1.5662285e-02 2.1130121e-01 9.2161754e-03]"
1912,"BPM,平台,系統,操作,問題",5,SAP-2X8(QSMC),0,"[5.7866741e-03 2.0858346e-02 3.9060690e-02 3.1385755e-03 1.0446653e-04
 8.8529330e-01 4.2195361e-02 3.5625792e-03]"
3519,"BPM,平台,系統,BPM,系統,錯誤",6,內部資訊系統,0,"[7.3024287e-04 8.4975295e-02 9.1820352e-02 1.8223095e-01 1.3585450e-04
 5.4859514e-03 6.3435590e-01 2.6544146e-04]"
8318,"SAP,168,QCI,SO,無法,存檔",0,BPM平台系統,4,"[9.8437369e-01 1.7451150e-05 2.7561598e-05 1.3292959e-05 9.0595325e-03
 5.8991602e-03 6.0433208e-04 4.9596611e-06]"
16764,"BPM,平台,系統,問題,無法,結單",5,SAP-2X8(QSMC),0,"[5.6057237e-03 1.6426826e-02 3.0288745e-02 2.3602257e-03 9.5021082e-05
 9.0796620e-01 3.4641616e-02 2.6156681e-03]"
3100,"SAP,2X8,QSMC,使用,進,sap,後,QCI,PUR4,部門,帳號,登錄,後,無法,使用,帳號,登錄,使用,QSMC,General,功能",0,BPM平台系統,5,"[9.7774476e-01 7.5659300e-05 9.9028657e-05 4.1535641e-05 3.3064517e-03
 1.6491130e-02 2.2345469e-03 6.8830036e-06]"
532,"BPM,平台,系統,剛剛,網頁,lag,點了,幾次,送出,產生,多筆,出差,申單,取消,以下,單子,APP95,APP96,APP97",5,SAP-2X8(QSMC),0,"[5.5174879e-03 7.8309663e-02 1.4911406e-01 1.8163942e-02 1.6082637e-04
 5.4227245e-01 2.0133930e-01 5.1222746e-03]"
4045,"BPM,平台,系統,無法,申,系統,顯示,已有,申,單號,但經,查詢,申,單號,存在",6,內部資訊系統,0,"[7.9396309e-04 7.5887725e-02 8.1604809e-02 1.6937101e-01 1.4482568e-04
 5.0307708e-03 6.6696072e-01 2.0623612e-04]"
1427,"SAP,168,QCI,輸入,帳號,密碼,以後,跳出,輸入,帳號,密碼,對話,框",0,BPM平台系統,4,"[8.9905244e-01 3.4898047e-05 6.1552586e-05 3.5041416e-05 9.2253551e-02
 7.3369811e-03 1.2127049e-03 1.2834210e-05]"
2577,"SAP,168,QCI,PC09,B033",0,BPM平台系統,4,"[5.6401420e-01 1.4944516e-05 3.0770847e-05 1.9366624e-05 4.3152988e-01
 3.9082244e-03 4.5290560e-04 2.9673110e-05]"
341,"BPM,平台,系統,選擇,QCI,收料,時,出現,會同,倉庫,人員,收料,碼頭,做,收料,無法,進行,收料,作業,採購,物品,測試,報告,物品",6,內部資訊系統,0,"[3.7492104e-02 1.4082060e-02 2.2914361e-02 8.9068785e-03 8.0755411e-04
 1.3834897e-01 7.7740979e-01 3.8211747e-05]"
12066,"內部,資訊,系統,HP,guest,has,three,month,entry,permit,but,the,network,access,code,has,expired,ahead,of,time,vendor,name,HP,or,Top,Applicant,230,or,202,phone,num",2,GOC,6,"[3.0612334e-04 2.4048926e-01 2.7927661e-01 2.6398394e-01 1.1325694e-04
 8.0480007e-03 1.9907117e-01 8.7116379e-03]"
1426,"SAP,168,QCI,my,quanta,中,登錄,Icon,遺失",0,BPM平台系統,4,"[9.8635882e-01 2.6284430e-05 3.7801852e-05 1.6712691e-05 4.2608809e-03
 8.4450208e-03 8.4994291e-04 4.4510148e-06]"
2730,"內部,資訊,系統,出勤,BPM,無法,開啟",2,GOC,6,"[4.7932623e-04 2.3993169e-01 3.5243425e-01 1.2175045e-01 1.0630053e-04
 1.9383850e-02 2.5979963e-01 6.1145341e-03]"
1876,"R,D,資訊,系統,BLK,1193,test,case,無法,download,檔案,問題,try,說,問題,檔案,勾選,弄,弄得,現在,download,Data,error,本來,download,data,error,Ps,繳交,test,case,客戶,再,麻煩,一下",6,內部資訊系統,3,"[4.1344124e-03 1.9448545e-02 2.4957631e-02 2.5970051e-02 3.0109758e-04
 1.0817238e-02 9.1435117e-01 1.9816724e-05]"
2237,"R,D,資訊,系統,Concept,Orcad,無法,取得,Linence,正常,開啟",6,內部資訊系統,3,"[6.1752502e-04 1.2337976e-01 1.3598615e-01 2.1316773e-01 1.3434455e-04
 6.7918426e-03 5.1927781e-01 6.4492790e-04]"
5815,"內部,資訊,系統,放輕鬆,學,英文,教學,影片,無法,播放,出差,上海,及常熟,",5,SAP-2X8(QSMC),6,"[7.3093739e-03 5.8389115e-03 1.0886739e-02 8.6333975e-04 8.0925980e-05
 9.5370317e-01 2.0690110e-02 6.2736031e-04]"
9925,"SAP,168,QCI,QPM5,Can,t,print",0,BPM平台系統,4,"[9.7446603e-01 1.7412793e-05 2.9232553e-05 1.4892900e-05 1.9174982e-02
 5.6817546e-03 6.0883915e-04 6.8664876e-06]"
4800,"BPM,平台,系統,家用,SSLVPN,BPM,失敗",3,R&D資訊系統,0,"[5.8819009e-05 1.1039906e-01 6.8930522e-02 5.6463397e-01 1.0345774e-04
 1.5025713e-03 1.2931874e-02 2.4143967e-01]"
710,"GOC,PRO,E,Licenece,問題,無法,登入",5,SAP-2X8(QSMC),2,"[5.7705049e-03 6.5470189e-03 1.1467590e-02 8.5592765e-04 7.3782336e-05
 9.5784330e-01 1.6452996e-02 9.8894420e-04]"
3645,"SAP,2X8,QSMC,user,反應,今天,無法,登入,268",6,內部資訊系統,5,"[0.00561379 0.14050798 0.22615668 0.03494727 0.00061941 0.21081902
 0.37846026 0.00287554]"
7721,"SAP,168,QCI,user,討論,Intel,案子,聯絡",0,BPM平台系統,4,"[9.6124697e-01 1.9798330e-05 3.4162153e-05 1.7943963e-05 3.1828493e-02
 6.1630961e-03 6.8032171e-04 9.2143600e-06]"
6179,"SAP,168,QCI,ZMZA,can,t,use",0,BPM平台系統,4,"[9.8734218e-01 1.7705343e-05 2.6957905e-05 1.2560369e-05 5.9236712e-03
 6.0674786e-03 6.0531829e-04 4.1870585e-06]"
1837,"SAP,168,QCI,輸入,完,使用,密碼,後,停留,正在,連線,狀態,或顯,回應,無法,連線,SAP,系統,狀態,已,週五,持續,發生,盡速,檢測,排除,感謝",0,BPM平台系統,4,"[9.4373918e-01 1.8123168e-04 2.5330472e-04 1.4999551e-04 3.4440372e-02
 1.4877980e-02 6.3469294e-03 1.0971504e-05]"
7003,"SAP,168,QCI,user,反應,無法,列印,資料",0,BPM平台系統,4,"[9.8390305e-01 2.0812713e-05 3.2225224e-05 1.5329177e-05 8.4781833e-03
 6.8436153e-03 7.0163974e-04 5.2891755e-06]"
1331,"BPM,平台,系統,填寫,BPM,表單,時,正常,填寫,填完,送出,跳出,簽核,人員,維護,聯繫,MIS,人員,需,麻煩,385",3,R&D資訊系統,0,"[3.9630355e-05 7.8586213e-02 3.8279723e-02 7.7604765e-01 1.1355397e-04
 5.7135540e-04 1.2073536e-02 9.4288282e-02]"
2055,"SAP,168,QCI,盤點",0,BPM平台系統,4,"[5.6401420e-01 1.4944516e-05 3.0770847e-05 1.9366624e-05 4.3152988e-01
 3.9082244e-03 4.5290560e-04 2.9673110e-05]"
1434,"BPM,平台,系統,送單,後,出現,error",2,GOC,0,"[4.2117212e-04 2.7958027e-01 4.3015268e-01 9.2559434e-02 8.9819237e-05
 3.1585708e-02 1.4210910e-01 2.3501748e-02]"
29013,"網管,台灣,同仁,到,大陸,出差,NB,問題,大陸,MIS,申,臨時,電腦,大陸,MIS,說,只,能家,大陸,員工,網域,無法,回來,台灣,385",3,R&D資訊系統,7,"[3.9664475e-05 2.8711254e-02 1.2264717e-02 9.0568918e-01 2.0165539e-04
 2.2061085e-04 1.5088652e-02 3.7784249e-02]"
2442,"SAP,168,QCI,user,反應,無法,登入,168,系統",0,BPM平台系統,4,"[9.7772402e-01 2.0633384e-05 3.3386852e-05 1.6936017e-05 1.5134305e-02
 6.3411095e-03 7.2329672e-04 6.3018174e-06]"
6633,"SAP,168,QCI,ZAMW,error",0,BPM平台系統,4,"[9.7409046e-01 1.5431056e-05 2.6233742e-05 1.3420958e-05 2.0145286e-02
 5.1603904e-03 5.4212962e-04 6.7285600e-06]"
8761,"SAP,168,QCI,線上,設定,客戶,開發票",0,BPM平台系統,4,"[8.6195165e-01 1.9567064e-05 3.7296544e-05 2.1503869e-05 1.3165008e-01
 5.6543071e-03 6.4731936e-04 1.8346127e-05]"
416,"R,D,資訊,系統,SharePoint,excel,無法,匯入",2,GOC,3,"[4.6387973e-04 2.4290988e-01 3.5500902e-01 1.2449058e-01 1.0077363e-04
 2.0121761e-02 2.5022778e-01 6.6763307e-03]"
2858,"GOC,安裝,問題",5,SAP-2X8(QSMC),2,"[5.5117565e-03 1.0006129e-02 1.7269101e-02 1.2756261e-03 8.1480495e-05
 9.4432914e-01 1.9496558e-02 2.0302169e-03]"
4199,"BPM,平台,系統,反映,BPM,很慢",2,GOC,0,"[2.1720841e-04 2.8294349e-01 3.3723298e-01 2.2657122e-01 9.1163245e-05
 1.2197120e-02 8.7748416e-02 5.2998397e-02]"
1784,"SAP,2X8,QSMC,User,反應,218,Client,印表機,無法,列印,速,解決",6,內部資訊系統,5,"[0.00394872 0.1394498  0.2170877  0.04608084 0.00051288 0.0966433
 0.49459553 0.00168122]"
1418,"SAP,168,QCI,user,無法,登入,使用",0,BPM平台系統,4,"[9.5977950e-01 1.9647237e-05 3.4108209e-05 1.7884935e-05 3.3260144e-02
 6.2086354e-03 6.7048718e-04 9.6112435e-06]"
4335,"SAP,168,QCI,AS,新人,汪,克群,104,欲,掛帳,資產,編號,3861,NB,總務,方面,靜芳,知會,固定,資產,系統,無法,帶出,此人,資料,無法,掛帳,HR,門禁,系統,皆,已,作業,固定,資產,無法,掛帳",0,BPM平台系統,4,"[9.4844478e-01 3.4853083e-04 4.2082582e-04 2.2915847e-04 6.0997396e-03
 2.9489832e-02 1.4958288e-02 8.8370498e-06]"
8466,"SAP,168,QCI,PLM,料號,已,release,同步,到,SAP",0,BPM平台系統,4,"[9.6277893e-01 2.0668502e-05 3.5414298e-05 1.8631312e-05 2.9992444e-02
 6.4400653e-03 7.0445152e-04 9.4080569e-06]"
1993,"SAP,168,QCI,user,009,反應,需要,建立,sales,new,account,Charles",0,BPM平台系統,4,"[9.8336685e-01 4.0661907e-05 5.4458782e-05 2.1687572e-05 2.3347700e-03
 1.2975330e-02 1.2010499e-03 5.0826779e-06]"
9527,"SAP,168,QCI,NB1,User,反應,ZM02,跑,CS12,268,CS50,208,時,發生,當掉,現象,同事,情形",0,BPM平台系統,4,"[9.8227501e-01 4.5410288e-05 6.3119587e-05 2.8837161e-05 5.2184672e-03
 1.0883005e-02 1.4808496e-03 5.2722216e-06]"
8982,"SAP,168,QCI,Logon,Issue",0,BPM平台系統,4,"[9.7673357e-01 1.6320037e-05 2.7268043e-05 1.3792637e-05 1.7182520e-02
 5.4493560e-03 5.7066762e-04 6.4251062e-06]"
1707,"SAP,168,QCI,user,反映,開,SAP,後,查詢,幾次,後,造成,電腦,卡住,關掉,SAP,後,再,開,恢復,正常,查詢,幾次,後,發生",0,BPM平台系統,4,"[6.6745037e-01 1.3630302e-04 2.2493466e-04 1.5446746e-04 3.1703466e-01
 1.0455595e-02 4.5192991e-03 2.4387893e-05]"
4580,"SAP,2X8,QSMC,User,需要,重跑,ZW19,ZW19,Lock,住,Please,call",2,GOC,5,"[3.9904323e-04 2.8501955e-01 4.4037721e-01 8.9336030e-02 9.4066541e-05
 2.8750891e-02 1.2727678e-01 2.8746415e-02]"
596,"BPM,平台,系統,無法,使用,簽核",2,GOC,0,"[3.6971873e-04 2.8414324e-01 4.2913863e-01 9.9382229e-02 8.2307546e-05
 2.8195566e-02 1.3230217e-01 2.6386138e-02]"
7499,"SAP,168,QCI,csap23,無法,login",0,BPM平台系統,4,"[9.4767630e-01 1.7543125e-05 3.1465643e-05 1.6928821e-05 4.6083845e-02
 5.5599282e-03 6.0343812e-04 1.0639286e-05]"
5165,"SAP,168,QCI,user,之前,已經,填申,單申,帳號,權限,幫其,查詢,是否,已經,設定好,3591",0,BPM平台系統,4,"[9.8106658e-01 4.9911283e-05 6.5894834e-05 2.6066127e-05 2.2500171e-03
 1.5068153e-02 1.4678658e-03 5.4885113e-06]"
9733,"SAP,168,QCI,user,連繫",0,BPM平台系統,4,"[9.8154908e-01 1.6093778e-05 2.6224072e-05 1.2964486e-05 1.2383884e-02
 5.4435106e-03 5.6273746e-04 5.4876714e-06]"
647,"SAP,2X8,QSMC,USER,欲,連結,SAP268,系統,出現,錯誤,訊息,重設,路徑,後,已,解決",6,內部資訊系統,5,"[3.2087747e-02 1.7548189e-02 3.2244131e-02 8.1327278e-03 5.7487801e-04
 4.0487120e-01 5.0442553e-01 1.1554708e-04]"
733,"BPM,平台,系統,",2,GOC,0,"[5.8161508e-04 2.7435455e-01 4.3390745e-01 7.6844931e-02 1.0855679e-04
 4.7421250e-02 1.3594736e-01 3.0834297e-02]"
165,"R,D,資訊,系統,autoCAD,無法,使用",2,GOC,3,"[3.1687005e-04 2.7368313e-01 3.7260279e-01 1.5755257e-01 8.9053894e-05
 1.7083712e-02 1.6245224e-01 1.6219607e-02]"
3923,"BPM,平台,系統,上週,已申,攜出,單並,簽核,完,警衛,仍查,不到,查詢,單號,APP76",7,網管,0,"[1.32735695e-05 3.86734866e-02 1.95850451e-02 2.68433899e-01
 5.13185150e-05 3.69982037e-04 2.29652808e-03 6.70576453e-01]"
1801,"BPM,平台,系統,諮詢,人員,離職,後,已,開立,相關,簽核,表單,是否,轉單,382",3,R&D資訊系統,0,"[4.6934558e-05 9.7608030e-02 5.5323955e-02 6.2674356e-01 1.0895413e-04
 1.0166538e-03 1.1177669e-02 2.0797421e-01]"
